,NCT Number,DrugBank ID,SMILES
146,NCT01083524,DB13771,[Na+].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O
147,NCT01083524,DB14502,[Na+].[Na+].OP([O-])([O-])=O
148,NCT01083524,DB16585,[Na+].[Na+].[Na+].[K+].[K+].[K+].[H]O[H].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
149,NCT01083524,DB09460,[Na+].[Na+].[O-]C([O-])=O
150,NCT01083524,DB13210,[Na+].[O-][Cl]=O
151,NCT01083524,DB11151,[OH-].[Na+]
152,NCT01083524,DB15950,[Na+].[H][C@]12CC[C@@](CS([O-])(=O)=O)(C(=O)C1)C2(C)C
153,NCT01083524,DB09154,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
154,NCT01083524,DB15974,[Na+].[Na+].[Na+].O=S1(=O)O[Au]2(OS(=O)(=O)S2)S1
155,NCT01083524,DB09153,[Na+].[Cl-]
156,NCT01083524,DB09332,[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1
157,NCT01083524,DB00464,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O
158,NCT01083524,DB01390,[Na+].OC([O-])=O
159,NCT01083524,DB09448,[Na+].[O-]C(=O)CNC(=O)C1=CC=CC=C1[123I]
160,NCT01083524,DB11159,[Na+].[Na+].[S--]
161,NCT01083524,DB14622,O.O.O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[O-]P([O-])([O-])=O
162,NCT01083524,DB06705,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)C[C@H](COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O
163,NCT01083524,DB15825,[Na+].O[Al+]O.[O-]C([O-])=O
164,NCT01083524,DB14599,[Na+].[Na+].[Cu++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
165,NCT01083524,DB13157,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O
166,NCT01083524,DB00815,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
167,NCT01083524,DB13911,[Na+].[Na+].[O-]C(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br
168,NCT01083524,DB09484,[Na+].[Na+].[O-]P([O-])(F)=O
169,NCT01083524,DB05630,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO
170,NCT01837667,DB01248,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
171,NCT01837667,DB15412,CN1CCN(CC1)C(=O)C1[C@@H]2CC[C@@H](O2)C1C(O)=O
172,NCT01887197,DB01370,[Al]
173,NCT01887197,DB03206,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
174,NCT01887197,DB16741,[H][C@@]1(OB(O[C@]1([H])[C@H](O)CO)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)[C@H](O)CO
175,NCT01887197,DB02399,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
176,NCT01887197,DB12097,CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O
177,NCT01887197,DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
178,NCT01887197,DB04733,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
179,NCT01887197,DB01592,[Fe]
180,NCT01887197,DB14154,[Au]
181,NCT01887197,DB14513,[MgH2]
182,NCT02406209,DB00422,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
183,NCT02406209,DB09020,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1
184,NCT02406209,DB00974,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
185,NCT02406209,DB08152,[H][C@@]1(COC(=O)CC2=CC(Cl)=CC=C2)CCCN1C(=O)CNC(=O)OC(C)(C)C
186,NCT02406209,DB06736,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
187,NCT02406209,DB14679,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(OC4CCCC4)=CC3=CC[C@@]21[H]
188,NCT02406209,DB09409,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O
189,NCT02406209,DB08115,NCCOC(=O)CC1=C2C=CC=CC2=CC=C1
190,NCT02406209,DB15111,C[11C](O)=O
191,NCT02406209,DB08809,OC(=O)C(Cl)Cl
192,NCT02406209,DB13951,[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C
193,NCT02406209,DB06756,C[N+](C)(C)CC([O-])=O
194,NCT02406209,DB15566,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
195,NCT02406209,DB15999,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
196,NCT02406209,DB14487,[Zn++].CC([O-])=O.CC([O-])=O
197,NCT02406209,DB15957,CC(=O)OC(C)(C)C1CCC(C)=CC1
198,NCT02406209,DB14654,CC(=O)OC1=CC=C(C=C1)C1(OC2=C(NC1=O)C=CC=C2)C1=CC=C(OC(C)=O)C=C1
199,NCT02406209,DB01321,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O
200,NCT02406209,DB04839,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H]
201,NCT02406209,DB09137,[Tc].CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
202,NCT02406209,DB07957,[H][C@](OC(C)=O)(C(=O)OC)C1=CC=C(N)C=C1C(O)=O
203,NCT02406209,DB07950,OC(=O)CC1=CNC2=CC=CC=C12
204,NCT02406209,DB14643,[H][C@@]12CC[C@](OC(=O)CC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
205,NCT02406209,DB14631,[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
206,NCT02406209,DB01562,CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
207,NCT02406209,DB14539,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
208,NCT02406209,DB16474,CCCCCCCCCCCCCCCC(=O)OCC(CSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O)OC(=O)CCCCCCCCCCCCCCC
209,NCT02406209,DB02419,CCOC(=O)C(=O)N1CCCCC1
210,NCT02406209,DB14659,[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
211,NCT02406209,DB08497,[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC=C1
212,NCT02406209,DB06703,OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234
213,NCT02406209,DB14007,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O
214,NCT02406209,DB14627,CC(=O)OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(OC(C)=O)C=C1
215,NCT02406209,DB14652,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
216,NCT02406209,DB00979,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
217,NCT02406209,DB03045,CC(=O)OCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)C(C)(C)C
218,NCT02406209,DB14672,CC(=O)OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O
219,NCT02406209,DB00351,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
220,NCT02406209,DB14660,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CCC4=C3C=C[C@]12C)OC(C)=O
221,NCT02406209,DB14671,CN1C2=CC=C(Cl)C=C2C(=NC(OC(C)=O)C1=O)C1=CC=CC=C1
222,NCT02406209,DB08498,[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC(Cl)=C1
223,NCT02406209,DB14640,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
224,NCT02406209,DB00890,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1
225,NCT02406209,DB08806,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
226,NCT02406209,DB14583,[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
227,NCT02406209,DB01433,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
228,NCT02406209,DB06781,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
229,NCT02406209,DB03517,CSCC([O-])=O
230,NCT02406209,DB08753,CC(=O)OC1=CC=C(\C=C\C(=O)NCCC2=CC=CC=C2)C=C1OC(C)=O
231,NCT02406209,DB00240,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C
232,NCT02406209,DB07955,NC1=CC(C=O)=C(CC(=O)OCCBr)C=C1
233,NCT02406209,DB14633,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
234,NCT02406209,DB00860,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
235,NCT02406209,DB00769,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
236,NCT02406209,DB00443,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
237,NCT02406209,DB14646,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
238,NCT02406209,DB01670,CCCOC(C)=O
239,NCT02406209,DB03040,OC(=O)CN(CC(O)=O)CC(O)=O
240,NCT02406209,DB16005,CC(=O)OCC(COC(C)=O)OC(C)=O
241,NCT02406209,DB14665,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
242,NCT02406209,DB13179,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
243,NCT02406209,DB01227,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
244,NCT02406209,DB01452,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
245,NCT02406209,DB14498,[K+].CC([O-])=O
246,NCT02406209,DB03098,C[Se]CC([O-])=O
247,NCT02406209,DB14626,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OC(C)=O
248,NCT02406209,DB00957,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O
249,NCT02406209,DB00945,CC(=O)OC1=CC=CC=C1C(O)=O
250,NCT02406209,DB05442,[H][C@@]12CC[C@](OC(=O)C(Cl)Cl)(C(=O)OCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
251,NCT02406209,DB05288,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC=C1[C@@]2([H])CCC2=CC(=O)CC[C@]12C
252,NCT02406209,DB13157,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O
253,NCT02406209,DB12187,NC1=NC(NC2CC2)=C2N=CN([C@@H]3C[C@H](COC(=O)CO)C=C3)C2=N1
254,NCT02406209,DB15903,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C
255,NCT02406209,DB00620,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
256,NCT02406209,DB03128,CC(=O)OCC[N+](C)(C)C
257,NCT02406209,DB13381,[Na+].[O-]C(=O)C[N+]12CC[N+]34CC(=O)O[Fe--]13(OC(=O)C2)OC(=O)C4
258,NCT02406209,DB06780,[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
259,NCT02406209,DB13657,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1
260,NCT02406209,DB15777,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)C(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
261,NCT02406209,DB00343,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
262,NCT02406209,DB13626,O.[OH-].[OH-].[Al+3].NCC([O-])=O
263,NCT02406209,DB14657,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
264,NCT02406209,DB14002,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1
265,NCT02406209,DB09144,CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=CC(=O)NC1=O
266,NCT02406209,DB08794,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O
267,NCT02406209,DB11509,[Cu++].NCC([O-])=O.NCC([O-])=O
268,NCT02406209,DB13280,[Al+3].CC(=O)CC([O-])=O.CC(=O)CC([O-])=O.CC(=O)CC([O-])=O
269,NCT02406209,DB00258,[Ca++].CC([O-])=O.CC([O-])=O
270,NCT02406209,DB01469,[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@@]11C[C@]([H])([C@](C)(O)CCC)[C@]2(OC)C=C1
271,NCT02406209,DB09119,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12
272,NCT02406209,DB14673,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]21C
273,NCT02406209,DB15927,CCCCCOC(C)=O
274,NCT02406209,DB13996,[Mg++].CC([O-])=O.CC([O-])=O
275,NCT02406209,DB14632,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
276,NCT02406209,DB14668,C\C=C(\C(=C\C)\C1=CC=C(OC(C)=O)C=C1)/C1=CC=C(OC(C)=O)C=C1
277,NCT02406209,DB04308,[H][C@](N)(C(O)=O)C1=CC=C(O)C=C1
278,NCT02406209,DB14634,[H][C@@]12CC(=C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
279,NCT02406209,DB04898,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1
280,NCT02406209,DB15202,OC(=O)C[18F]
281,NCT02406209,DB01837,CC(=O)OC[C@H](N)C(O)=O
282,NCT02406209,DB13910,[Bi+3].CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O
283,NCT02406209,DB01134,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)COC(=O)C(C)(C)C
284,NCT02406209,DB14649,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
285,NCT02406209,DB14518,[Al+3].CC([O-])=O.CC([O-])=O.CC([O-])=O
286,NCT02406209,DB14599,[Na+].[Na+].[Cu++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
287,NCT02406209,DB14629,CC(=O)OCC(F)(F)F
288,NCT02406209,DB04380,NC(=O)NC(NC(N)=O)C([O-])=O
289,NCT02406209,DB13958,[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H]
290,NCT02406209,DB00959,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
291,NCT02406209,DB12112,CC(=O)OC\C=C(/C)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
292,NCT02406209,DB13141,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.NC1=C(Br)C=C(Br)C=C1CN[C@@H]1CC[C@H](O)CC1
293,NCT02406209,DB09378,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
294,NCT02406209,DB13952,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(C)=O)C=C3CC[C@@]21[H]
295,NCT02406209,DB14662,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
296,NCT02406209,DB00603,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
297,NCT02406209,DB00591,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
298,NCT02406209,DB06701,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1
299,NCT02406209,DB00426,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
300,NCT02406209,DB08013,CCOC(=O)C1=CC=C(OCCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1
301,NCT02406209,DB02637,OC(=O)C(=O)CC([O-])=O
302,NCT02406209,DB13981,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C(C)=C[C@@]21[H]
303,NCT02406209,DB11522,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
304,NCT02406209,DB14625,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
305,NCT02406209,DB02176,CC(=O)O[Hg+]
306,NCT02406209,DB01260,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
307,NCT02406209,DB01918,C[Te]CC([O-])=O
308,NCT02406209,DB09395,[Na+].CC([O-])=O
